CO,CO2,Kategori
355,53,Berbahaya
457,413,Berbahaya
415,306,Berbahaya
246,234,Sangat Tidak Sehat
69,161,Tidak Sehat
444,353,Berbahaya
250,251,Sangat Tidak Sehat
310,33,Berbahaya
326,305,Berbahaya
321,200,Berbahaya
388,485,Berbahaya
228,211,Sangat Tidak Sehat
401,226,Berbahaya
145,146,Tidak Sehat
357,420,Berbahaya
458,171,Berbahaya
113,79,Tidak Sehat
307,62,Berbahaya
243,14,Sangat Tidak Sehat
174,147,Tidak Sehat
63,467,Berbahaya
300,411,Berbahaya
77,109,Tidak Sehat
443,99,Berbahaya
168,205,Sangat Tidak Sehat
247,256,Sangat Tidak Sehat
221,92,Sangat Tidak Sehat
176,22,Tidak Sehat
171,460,Berbahaya
219,362,Berbahaya
97,58,Sedang
416,53,Berbahaya
339,111,Berbahaya
162,25,Tidak Sehat
419,118,Berbahaya
328,172,Berbahaya
76,208,Sangat Tidak Sehat
472,175,Berbahaya
132,115,Tidak Sehat
120,487,Berbahaya
227,452,Berbahaya
495,294,Berbahaya
183,326,Berbahaya
130,26,Tidak Sehat
133,434,Berbahaya
292,367,Berbahaya
213,29,Sangat Tidak Sehat
188,476,Berbahaya
405,24,Berbahaya
216,69,Sangat Tidak Sehat
66,26,Sedang
449,178,Berbahaya
104,115,Tidak Sehat
293,189,Sangat Tidak Sehat
496,49,Berbahaya
260,313,Berbahaya
145,10,Tidak Sehat
101,463,Berbahaya
87,87,Sedang
476,244,Berbahaya
284,488,Berbahaya
483,293,Berbahaya
472,257,Berbahaya
188,355,Berbahaya
435,500,Berbahaya
331,434,Berbahaya
179,17,Tidak Sehat
202,244,Sangat Tidak Sehat
281,465,Berbahaya
385,130,Berbahaya
381,86,Berbahaya
321,471,Berbahaya
103,486,Berbahaya
103,379,Berbahaya
384,416,Berbahaya
161,141,Tidak Sehat
31,334,Berbahaya
192,465,Berbahaya
401,461,Berbahaya
274,202,Sangat Tidak Sehat
215,39,Sangat Tidak Sehat
146,265,Sangat Tidak Sehat
56,77,Sedang
395,296,Berbahaya
276,111,Sangat Tidak Sehat
467,193,Berbahaya
326,455,Berbahaya
8,24,Baik
302,209,Berbahaya
351,260,Berbahaya
38,155,Tidak Sehat
100,183,Tidak Sehat
83,138,Tidak Sehat
334,288,Berbahaya
151,413,Berbahaya
304,24,Berbahaya
370,49,Berbahaya
440,96,Berbahaya
251,4,Sangat Tidak Sehat
404,489,Berbahaya
394,182,Berbahaya
193,221,Sangat Tidak Sehat
355,203,Berbahaya
107,242,Sangat Tidak Sehat
73,212,Sangat Tidak Sehat
113,371,Berbahaya
275,198,Sangat Tidak Sehat
224,118,Sangat Tidak Sehat
192,371,Berbahaya
384,455,Berbahaya
101,302,Berbahaya
448,467,Berbahaya
384,92,Berbahaya
238,132,Sangat Tidak Sehat
144,75,Tidak Sehat
98,307,Berbahaya
203,362,Berbahaya
306,215,Berbahaya
48,48,Baik
120,310,Berbahaya
482,319,Berbahaya
246,421,Berbahaya
105,37,Tidak Sehat
352,378,Berbahaya
423,2,Berbahaya
250,8,Sangat Tidak Sehat
456,394,Berbahaya
293,59,Sangat Tidak Sehat
425,382,Berbahaya
488,81,Berbahaya
354,68,Berbahaya
388,370,Berbahaya
192,209,Sangat Tidak Sehat
363,64,Berbahaya
276,232,Sangat Tidak Sehat
264,346,Berbahaya
367,341,Berbahaya
369,248,Berbahaya
339,3,Berbahaya
301,353,Berbahaya
144,160,Tidak Sehat
47,424,Berbahaya
354,10,Berbahaya
195,497,Berbahaya
487,459,Berbahaya
461,183,Berbahaya
215,353,Berbahaya
224,320,Berbahaya
3,208,Sangat Tidak Sehat
64,62,Sedang
78,257,Sangat Tidak Sehat
485,484,Berbahaya
226,86,Sangat Tidak Sehat
291,34,Sangat Tidak Sehat
426,156,Berbahaya
183,241,Sangat Tidak Sehat
495,145,Berbahaya
157,261,Sangat Tidak Sehat
47,466,Berbahaya
412,210,Berbahaya
276,220,Sangat Tidak Sehat
147,197,Tidak Sehat
476,467,Berbahaya
195,264,Sangat Tidak Sehat
221,109,Sangat Tidak Sehat
301,43,Berbahaya
194,4,Tidak Sehat
447,311,Berbahaya
308,146,Berbahaya
45,461,Berbahaya
11,195,Tidak Sehat
222,91,Sangat Tidak Sehat
458,293,Berbahaya
253,429,Berbahaya
230,445,Berbahaya
188,153,Tidak Sehat
289,187,Sangat Tidak Sehat
33,396,Berbahaya
197,7,Tidak Sehat
432,447,Berbahaya
167,33,Tidak Sehat
303,414,Berbahaya
396,29,Berbahaya
269,407,Berbahaya
315,46,Berbahaya
491,106,Berbahaya
304,84,Berbahaya
102,385,Berbahaya
410,347,Berbahaya
453,282,Berbahaya
141,454,Berbahaya
46,161,Tidak Sehat
432,167,Berbahaya
413,272,Berbahaya
117,378,Berbahaya
30,38,Baik
102,229,Sangat Tidak Sehat
500,461,Berbahaya
389,234,Berbahaya
124,31,Tidak Sehat
157,177,Tidak Sehat
391,328,Berbahaya
382,1,Berbahaya
30,240,Sangat Tidak Sehat
171,388,Berbahaya
292,233,Sangat Tidak Sehat
458,86,Berbahaya
465,328,Berbahaya
417,496,Berbahaya
490,234,Berbahaya
37,275,Sangat Tidak Sehat
439,245,Berbahaya
389,404,Berbahaya
185,296,Sangat Tidak Sehat
219,135,Sangat Tidak Sehat
22,90,Sedang
69,476,Berbahaya
475,350,Berbahaya
413,344,Berbahaya
474,393,Berbahaya
66,105,Tidak Sehat
341,40,Berbahaya
499,123,Berbahaya
204,38,Sangat Tidak Sehat
466,457,Berbahaya
260,250,Sangat Tidak Sehat
51,281,Sangat Tidak Sehat
104,106,Tidak Sehat
14,15,Baik
464,321,Berbahaya
288,399,Berbahaya
152,65,Tidak Sehat
394,67,Berbahaya
141,358,Berbahaya
443,39,Berbahaya
387,264,Berbahaya
117,221,Sangat Tidak Sehat
445,302,Berbahaya
332,222,Berbahaya
459,15,Berbahaya
329,388,Berbahaya
378,352,Berbahaya
310,246,Berbahaya
94,152,Tidak Sehat
9,238,Sangat Tidak Sehat
230,458,Berbahaya
169,437,Berbahaya
230,488,Berbahaya
363,84,Berbahaya
241,409,Berbahaya
270,3,Sangat Tidak Sehat
123,398,Berbahaya
449,137,Berbahaya
463,323,Berbahaya
378,77,Berbahaya
114,257,Sangat Tidak Sehat
199,408,Berbahaya
395,403,Berbahaya
5,114,Tidak Sehat
323,305,Berbahaya
369,378,Berbahaya
225,404,Berbahaya
456,53,Berbahaya
292,149,Sangat Tidak Sehat
215,267,Sangat Tidak Sehat
371,53,Berbahaya
288,41,Sangat Tidak Sehat
337,103,Berbahaya
286,392,Berbahaya
418,131,Berbahaya
462,83,Berbahaya
422,97,Berbahaya
383,139,Berbahaya
84,470,Berbahaya
119,241,Sangat Tidak Sehat
441,245,Berbahaya
436,290,Berbahaya
414,413,Berbahaya
103,10,Tidak Sehat
208,376,Berbahaya
107,235,Sangat Tidak Sehat
496,130,Berbahaya
282,211,Sangat Tidak Sehat
402,89,Berbahaya
83,420,Berbahaya
305,44,Berbahaya
176,144,Tidak Sehat
320,200,Berbahaya
324,347,Berbahaya
94,268,Sangat Tidak Sehat
349,367,Berbahaya
406,375,Berbahaya
148,121,Tidak Sehat
301,428,Berbahaya
329,293,Berbahaya
64,363,Berbahaya
361,168,Berbahaya
224,231,Sangat Tidak Sehat
486,140,Berbahaya
368,406,Berbahaya
323,290,Berbahaya
464,135,Berbahaya
70,161,Tidak Sehat
218,360,Berbahaya
42,352,Berbahaya
440,274,Berbahaya
124,452,Berbahaya
466,321,Berbahaya
190,286,Sangat Tidak Sehat
165,416,Berbahaya
195,267,Sangat Tidak Sehat
329,352,Berbahaya
142,197,Tidak Sehat
292,179,Sangat Tidak Sehat
262,147,Sangat Tidak Sehat
17,259,Sangat Tidak Sehat
219,141,Sangat Tidak Sehat
431,397,Berbahaya
324,392,Berbahaya
441,466,Berbahaya
487,83,Berbahaya
124,22,Tidak Sehat
439,102,Berbahaya
493,71,Berbahaya
242,497,Berbahaya
483,344,Berbahaya
54,12,Sedang
70,66,Sedang
31,186,Tidak Sehat
49,458,Berbahaya
166,163,Tidak Sehat
114,235,Sangat Tidak Sehat
25,44,Baik
238,461,Berbahaya
335,468,Berbahaya
363,422,Berbahaya
339,499,Berbahaya
349,272,Berbahaya
424,219,Berbahaya
116,439,Berbahaya
36,36,Baik
319,28,Berbahaya
462,458,Berbahaya
384,276,Berbahaya
192,411,Berbahaya
263,435,Berbahaya
230,489,Berbahaya
352,25,Berbahaya
433,389,Berbahaya
440,185,Berbahaya
258,108,Sangat Tidak Sehat
148,42,Tidak Sehat
472,176,Berbahaya
232,169,Sangat Tidak Sehat
112,177,Tidak Sehat
461,116,Berbahaya
242,397,Berbahaya
59,488,Berbahaya
421,273,Berbahaya
196,222,Sangat Tidak Sehat
9,301,Berbahaya
98,53,Sedang
303,317,Berbahaya
164,462,Berbahaya
483,28,Berbahaya
446,93,Berbahaya
482,416,Berbahaya
461,178,Berbahaya
9,53,Sedang
157,74,Tidak Sehat
339,183,Berbahaya
403,97,Berbahaya
324,487,Berbahaya
141,411,Berbahaya
51,395,Berbahaya
454,112,Berbahaya
18,445,Berbahaya
337,267,Berbahaya
29,160,Tidak Sehat
284,124,Sangat Tidak Sehat
284,125,Sangat Tidak Sehat
151,210,Sangat Tidak Sehat
168,101,Tidak Sehat
262,407,Berbahaya
95,376,Berbahaya
275,19,Sangat Tidak Sehat
375,418,Berbahaya
467,215,Berbahaya
210,422,Berbahaya
232,297,Sangat Tidak Sehat
392,184,Berbahaya
279,122,Sangat Tidak Sehat
447,146,Berbahaya
3,156,Tidak Sehat
183,361,Berbahaya
187,146,Tidak Sehat
264,439,Berbahaya
89,115,Tidak Sehat
472,88,Berbahaya
471,51,Berbahaya
45,99,Sedang
196,212,Sangat Tidak Sehat
495,184,Berbahaya
287,475,Berbahaya
62,183,Tidak Sehat
193,169,Tidak Sehat
110,270,Sangat Tidak Sehat
263,387,Berbahaya
250,67,Sangat Tidak Sehat
253,307,Berbahaya
342,311,Berbahaya
221,447,Berbahaya
57,258,Sangat Tidak Sehat
339,419,Berbahaya
262,116,Sangat Tidak Sehat
378,210,Berbahaya
98,79,Sedang
438,185,Berbahaya
281,405,Berbahaya
382,20,Berbahaya
190,233,Sangat Tidak Sehat
345,456,Berbahaya
228,252,Sangat Tidak Sehat
183,227,Sangat Tidak Sehat
413,455,Berbahaya
280,3,Sangat Tidak Sehat
404,94,Berbahaya
46,373,Berbahaya
29,437,Berbahaya
340,137,Berbahaya
250,262,Sangat Tidak Sehat
39,368,Berbahaya
498,403,Berbahaya
370,205,Berbahaya
189,219,Sangat Tidak Sehat
83,91,Sedang
433,166,Berbahaya
383,410,Berbahaya
363,6,Berbahaya
457,154,Berbahaya
23,260,Sangat Tidak Sehat
33,292,Sangat Tidak Sehat
65,47,Sedang
49,476,Berbahaya
452,385,Berbahaya
147,423,Berbahaya
170,222,Sangat Tidak Sehat
469,430,Berbahaya
248,384,Berbahaya
134,152,Tidak Sehat
288,105,Sangat Tidak Sehat
343,363,Berbahaya
120,288,Sangat Tidak Sehat
67,219,Sangat Tidak Sehat
333,172,Berbahaya
138,136,Tidak Sehat
21,180,Tidak Sehat
55,91,Sedang
240,496,Berbahaya
357,56,Berbahaya
393,98,Berbahaya
95,481,Berbahaya
8,275,Sangat Tidak Sehat
294,467,Berbahaya
395,125,Berbahaya
374,405,Berbahaya
186,61,Tidak Sehat
194,446,Berbahaya
420,155,Berbahaya
377,392,Berbahaya
279,443,Berbahaya
491,257,Berbahaya
331,244,Berbahaya
185,346,Berbahaya
271,44,Sangat Tidak Sehat
268,236,Sangat Tidak Sehat
427,107,Berbahaya
453,185,Berbahaya
461,470,Berbahaya
245,24,Sangat Tidak Sehat
376,459,Berbahaya
235,10,Sangat Tidak Sehat
482,312,Berbahaya
301,313,Berbahaya
287,135,Sangat Tidak Sehat
457,56,Berbahaya
156,351,Berbahaya
247,298,Sangat Tidak Sehat
19,192,Tidak Sehat
79,420,Berbahaya
55,307,Berbahaya
488,244,Berbahaya
89,470,Berbahaya
358,449,Berbahaya
197,472,Berbahaya
208,65,Sangat Tidak Sehat
461,265,Berbahaya
375,114,Berbahaya
208,364,Berbahaya
1,246,Sangat Tidak Sehat
232,22,Sangat Tidak Sehat
126,212,Sangat Tidak Sehat
37,226,Sangat Tidak Sehat
239,478,Berbahaya
372,439,Berbahaya
284,265,Sangat Tidak Sehat
435,282,Berbahaya
279,17,Sangat Tidak Sehat
225,11,Sangat Tidak Sehat
227,362,Berbahaya
186,365,Berbahaya
376,219,Berbahaya
436,345,Berbahaya
440,188,Berbahaya
121,108,Tidak Sehat
423,204,Berbahaya
78,127,Tidak Sehat
364,474,Berbahaya
332,152,Berbahaya
50,393,Berbahaya
251,406,Berbahaya
310,243,Berbahaya
118,259,Sangat Tidak Sehat
248,185,Sangat Tidak Sehat
462,86,Berbahaya
63,484,Berbahaya
112,297,Sangat Tidak Sehat
318,72,Berbahaya
430,193,Berbahaya
381,104,Berbahaya
48,152,Tidak Sehat
108,301,Berbahaya
282,184,Sangat Tidak Sehat
16,198,Tidak Sehat
361,54,Berbahaya
136,258,Sangat Tidak Sehat
454,203,Berbahaya
91,337,Berbahaya
164,304,Berbahaya
43,44,Baik
496,43,Berbahaya
326,41,Berbahaya
408,230,Berbahaya
257,99,Sangat Tidak Sehat
335,152,Berbahaya
365,262,Berbahaya
64,232,Sangat Tidak Sehat
488,494,Berbahaya
352,349,Berbahaya
194,299,Sangat Tidak Sehat
14,433,Berbahaya
244,63,Sangat Tidak Sehat
436,395,Berbahaya
80,434,Berbahaya
285,103,Sangat Tidak Sehat
320,105,Berbahaya
53,128,Tidak Sehat
3,60,Sedang
234,226,Sangat Tidak Sehat
461,487,Berbahaya
363,370,Berbahaya
236,441,Berbahaya
379,454,Berbahaya
77,205,Sangat Tidak Sehat
167,463,Berbahaya
486,48,Berbahaya
499,485,Berbahaya
376,248,Berbahaya
483,123,Berbahaya
480,285,Berbahaya
47,137,Tidak Sehat
307,68,Berbahaya
270,216,Sangat Tidak Sehat
234,161,Sangat Tidak Sehat
460,320,Berbahaya
309,102,Berbahaya
253,232,Sangat Tidak Sehat
319,197,Berbahaya
11,426,Berbahaya
148,187,Tidak Sehat
243,491,Berbahaya
51,264,Sangat Tidak Sehat
4,108,Tidak Sehat
258,237,Sangat Tidak Sehat
430,342,Berbahaya
168,469,Berbahaya
464,215,Berbahaya
465,258,Berbahaya
439,387,Berbahaya
382,252,Berbahaya
469,225,Berbahaya
226,465,Berbahaya
62,225,Sangat Tidak Sehat
193,116,Tidak Sehat
486,148,Berbahaya
117,341,Berbahaya
461,191,Berbahaya
35,264,Sangat Tidak Sehat
311,54,Berbahaya
467,117,Berbahaya
367,280,Berbahaya
393,301,Berbahaya
33,267,Sangat Tidak Sehat
416,25,Berbahaya
178,164,Tidak Sehat
43,234,Sangat Tidak Sehat
272,302,Berbahaya
469,176,Berbahaya
488,285,Berbahaya
333,157,Berbahaya
352,180,Berbahaya
392,379,Berbahaya
104,406,Berbahaya
95,267,Sangat Tidak Sehat
424,154,Berbahaya
172,140,Tidak Sehat
271,353,Berbahaya
284,461,Berbahaya
134,347,Berbahaya
252,311,Berbahaya
157,4,Tidak Sehat
367,382,Berbahaya
211,331,Berbahaya
125,277,Sangat Tidak Sehat
357,376,Berbahaya
479,284,Berbahaya
33,88,Sedang
104,335,Berbahaya
408,465,Berbahaya
448,149,Berbahaya
165,498,Berbahaya
368,390,Berbahaya
466,93,Berbahaya
360,100,Berbahaya
216,98,Sangat Tidak Sehat
432,245,Berbahaya
188,320,Berbahaya
414,20,Berbahaya
4,13,Baik
447,127,Berbahaya
201,142,Sangat Tidak Sehat
246,482,Berbahaya
321,118,Berbahaya
13,143,Tidak Sehat
28,470,Berbahaya
309,423,Berbahaya
151,498,Berbahaya
17,227,Sangat Tidak Sehat
210,65,Sangat Tidak Sehat
38,121,Tidak Sehat
87,425,Berbahaya
203,423,Berbahaya
416,129,Berbahaya
150,165,Tidak Sehat
318,268,Berbahaya
295,443,Berbahaya
112,240,Sangat Tidak Sehat
457,250,Berbahaya
129,23,Tidak Sehat
91,22,Sedang
319,481,Berbahaya
202,253,Sangat Tidak Sehat
29,436,Berbahaya
436,229,Berbahaya
43,476,Berbahaya
67,405,Berbahaya
333,326,Berbahaya
143,62,Tidak Sehat
249,50,Sangat Tidak Sehat
341,335,Berbahaya
16,380,Berbahaya
183,256,Sangat Tidak Sehat
494,146,Berbahaya
214,470,Berbahaya
384,309,Berbahaya
105,230,Sangat Tidak Sehat
392,386,Berbahaya
27,25,Baik
404,469,Berbahaya
173,139,Tidak Sehat
446,271,Berbahaya
443,108,Berbahaya
91,215,Sangat Tidak Sehat
261,421,Berbahaya
321,377,Berbahaya
432,359,Berbahaya
16,186,Tidak Sehat
336,352,Berbahaya
369,403,Berbahaya
9,167,Tidak Sehat
214,102,Sangat Tidak Sehat
275,143,Sangat Tidak Sehat
49,210,Sangat Tidak Sehat
409,489,Berbahaya
351,461,Berbahaya
271,242,Sangat Tidak Sehat
316,414,Berbahaya
152,9,Tidak Sehat
5,209,Sangat Tidak Sehat
39,436,Berbahaya
221,483,Berbahaya
105,402,Berbahaya
473,143,Berbahaya
239,34,Sangat Tidak Sehat
142,11,Tidak Sehat
449,368,Berbahaya
17,296,Sangat Tidak Sehat
286,20,Sangat Tidak Sehat
126,187,Tidak Sehat
461,111,Berbahaya
473,373,Berbahaya
452,399,Berbahaya
6,311,Berbahaya
99,369,Berbahaya
9,180,Tidak Sehat
190,463,Berbahaya
358,302,Berbahaya
325,394,Berbahaya
99,119,Tidak Sehat
408,428,Berbahaya
242,274,Sangat Tidak Sehat
342,424,Berbahaya
192,123,Tidak Sehat
55,140,Tidak Sehat
15,479,Berbahaya
229,105,Sangat Tidak Sehat
402,489,Berbahaya
335,85,Berbahaya
231,431,Berbahaya
326,456,Berbahaya
264,209,Sangat Tidak Sehat
486,109,Berbahaya
363,426,Berbahaya
404,163,Berbahaya
56,47,Sedang
494,223,Berbahaya
197,258,Sangat Tidak Sehat
370,249,Berbahaya
117,70,Tidak Sehat
354,420,Berbahaya
109,345,Berbahaya
418,266,Berbahaya
145,194,Tidak Sehat
403,314,Berbahaya
297,393,Berbahaya
109,103,Tidak Sehat
429,314,Berbahaya
157,50,Tidak Sehat
3,123,Tidak Sehat
158,396,Berbahaya
247,72,Sangat Tidak Sehat
441,469,Berbahaya
287,45,Sangat Tidak Sehat
414,495,Berbahaya
457,368,Berbahaya
230,490,Berbahaya
36,116,Tidak Sehat
436,165,Berbahaya
384,338,Berbahaya
11,392,Berbahaya
142,363,Berbahaya
303,277,Berbahaya
84,433,Berbahaya
111,121,Tidak Sehat
6,42,Baik
97,81,Sedang
239,80,Sangat Tidak Sehat
363,167,Berbahaya
51,152,Tidak Sehat
98,487,Berbahaya
346,396,Berbahaya
287,332,Berbahaya
71,322,Berbahaya
376,476,Berbahaya
71,247,Sangat Tidak Sehat
62,454,Berbahaya
93,486,Berbahaya
247,474,Berbahaya
436,241,Berbahaya
23,400,Berbahaya
345,344,Berbahaya
13,350,Berbahaya
407,25,Berbahaya
408,192,Berbahaya
393,14,Berbahaya
376,172,Berbahaya
483,141,Berbahaya
278,280,Sangat Tidak Sehat
149,451,Berbahaya
462,239,Berbahaya
64,180,Tidak Sehat
290,495,Berbahaya
72,196,Tidak Sehat
324,406,Berbahaya
17,476,Berbahaya
413,274,Berbahaya
181,404,Berbahaya
183,22,Tidak Sehat
48,57,Sedang
333,256,Berbahaya
143,236,Sangat Tidak Sehat
272,173,Sangat Tidak Sehat
33,246,Sangat Tidak Sehat
295,80,Sangat Tidak Sehat
204,153,Sangat Tidak Sehat
76,319,Berbahaya
65,222,Sangat Tidak Sehat
53,301,Berbahaya
35,260,Sangat Tidak Sehat
130,207,Sangat Tidak Sehat
82,254,Sangat Tidak Sehat
283,447,Berbahaya
254,357,Berbahaya
23,153,Tidak Sehat
414,85,Berbahaya
250,482,Berbahaya
482,284,Berbahaya
47,341,Berbahaya
479,305,Berbahaya
233,399,Berbahaya
217,98,Sangat Tidak Sehat
369,14,Berbahaya
213,293,Sangat Tidak Sehat
20,100,Sedang
474,77,Berbahaya
197,380,Berbahaya
29,295,Sangat Tidak Sehat
288,404,Berbahaya
378,419,Berbahaya
284,253,Sangat Tidak Sehat
280,51,Sangat Tidak Sehat
167,387,Berbahaya
262,75,Sangat Tidak Sehat
269,486,Berbahaya
244,362,Berbahaya
437,51,Berbahaya
236,78,Sangat Tidak Sehat
409,147,Berbahaya
426,330,Berbahaya
487,399,Berbahaya
456,276,Berbahaya
412,189,Berbahaya
71,150,Tidak Sehat
14,371,Berbahaya
169,145,Tidak Sehat
79,281,Sangat Tidak Sehat
108,29,Tidak Sehat
5,290,Sangat Tidak Sehat
472,176,Berbahaya
192,287,Sangat Tidak Sehat
52,230,Sangat Tidak Sehat
362,88,Berbahaya
129,120,Tidak Sehat
83,471,Berbahaya
289,45,Sangat Tidak Sehat
50,249,Sangat Tidak Sehat
20,275,Sangat Tidak Sehat
162,471,Berbahaya
313,433,Berbahaya
360,8,Berbahaya
429,261,Berbahaya
49,371,Berbahaya
2,329,Berbahaya
311,50,Berbahaya
440,404,Berbahaya
272,189,Sangat Tidak Sehat
300,114,Berbahaya
198,166,Tidak Sehat
494,173,Berbahaya
50,191,Tidak Sehat
140,258,Sangat Tidak Sehat
409,251,Berbahaya
194,68,Tidak Sehat
21,371,Berbahaya
349,151,Berbahaya
415,0,Berbahaya
282,407,Berbahaya
188,188,Tidak Sehat
414,66,Berbahaya
231,341,Berbahaya
238,342,Berbahaya
348,448,Berbahaya
4,413,Berbahaya
309,453,Berbahaya
141,409,Berbahaya
260,334,Berbahaya
160,455,Berbahaya
120,76,Tidak Sehat
200,40,Sangat Tidak Sehat
37,188,Tidak Sehat
442,245,Berbahaya
218,295,Sangat Tidak Sehat
458,242,Berbahaya
264,117,Sangat Tidak Sehat
487,458,Berbahaya
16,118,Tidak Sehat
337,282,Berbahaya
462,321,Berbahaya
314,457,Berbahaya
495,343,Berbahaya
189,443,Berbahaya
34,30,Baik
127,397,Berbahaya
444,374,Berbahaya
121,214,Sangat Tidak Sehat
50,357,Berbahaya
285,378,Berbahaya
57,76,Sedang
369,2,Berbahaya
220,243,Sangat Tidak Sehat
410,363,Berbahaya
483,245,Berbahaya
275,215,Sangat Tidak Sehat
283,311,Berbahaya
226,44,Sangat Tidak Sehat
323,335,Berbahaya
334,480,Berbahaya
23,347,Berbahaya
139,428,Berbahaya
129,261,Sangat Tidak Sehat
145,106,Tidak Sehat
275,416,Berbahaya
325,81,Berbahaya
128,111,Tidak Sehat
241,41,Sangat Tidak Sehat
268,33,Sangat Tidak Sehat
180,256,Sangat Tidak Sehat
23,229,Sangat Tidak Sehat
155,454,Berbahaya
304,240,Berbahaya
32,177,Tidak Sehat
197,288,Sangat Tidak Sehat
495,432,Berbahaya
341,386,Berbahaya
224,316,Berbahaya
497,273,Berbahaya
264,321,Berbahaya
200,317,Berbahaya
168,242,Sangat Tidak Sehat
151,218,Sangat Tidak Sehat
229,379,Berbahaya
207,151,Sangat Tidak Sehat
94,27,Sedang
498,495,Berbahaya
65,139,Tidak Sehat
51,4,Sedang
157,150,Tidak Sehat
394,197,Berbahaya
342,275,Berbahaya
364,197,Berbahaya
454,102,Berbahaya
140,218,Sangat Tidak Sehat
371,87,Berbahaya
244,470,Berbahaya
189,24,Tidak Sehat
82,61,Sedang
358,127,Berbahaya
343,101,Berbahaya
31,68,Sedang
426,22,Berbahaya
169,319,Berbahaya
307,390,Berbahaya
317,290,Berbahaya
481,239,Berbahaya
404,442,Berbahaya
484,139,Berbahaya
216,57,Sangat Tidak Sehat
462,277,Berbahaya
95,70,Sedang
13,319,Berbahaya
19,253,Sangat Tidak Sehat
110,328,Berbahaya
101,158,Tidak Sehat
411,418,Berbahaya
474,336,Berbahaya
136,55,Tidak Sehat
425,390,Berbahaya
112,447,Berbahaya
471,449,Berbahaya
142,383,Berbahaya
72,250,Sangat Tidak Sehat
247,118,Sangat Tidak Sehat
102,146,Tidak Sehat
373,382,Berbahaya
268,269,Sangat Tidak Sehat
328,333,Berbahaya
469,170,Berbahaya
108,240,Sangat Tidak Sehat
255,173,Sangat Tidak Sehat
458,79,Berbahaya
483,160,Berbahaya
192,322,Berbahaya
318,474,Berbahaya
386,55,Berbahaya
258,493,Berbahaya
305,74,Berbahaya
195,179,Tidak Sehat
367,323,Berbahaya
263,336,Berbahaya
425,428,Berbahaya
225,274,Sangat Tidak Sehat
81,481,Berbahaya
18,195,Tidak Sehat
4,430,Berbahaya
86,150,Tidak Sehat
339,195,Berbahaya
375,110,Berbahaya
6,360,Berbahaya
288,430,Berbahaya
293,48,Sangat Tidak Sehat
467,371,Berbahaya
23,393,Berbahaya
482,39,Berbahaya
239,295,Sangat Tidak Sehat
32,177,Tidak Sehat
132,58,Tidak Sehat
322,8,Berbahaya
461,97,Berbahaya
473,41,Berbahaya
131,420,Berbahaya
183,366,Berbahaya
481,337,Berbahaya
196,60,Tidak Sehat
486,292,Berbahaya
358,335,Berbahaya
280,14,Sangat Tidak Sehat
15,269,Sangat Tidak Sehat
399,12,Berbahaya
365,163,Berbahaya
287,103,Sangat Tidak Sehat
472,318,Berbahaya
389,362,Berbahaya
341,461,Berbahaya
484,63,Berbahaya
34,218,Sangat Tidak Sehat
207,346,Berbahaya
343,232,Berbahaya
221,63,Sangat Tidak Sehat
124,235,Sangat Tidak Sehat
370,265,Berbahaya
121,347,Berbahaya
390,329,Berbahaya
218,171,Sangat Tidak Sehat
42,397,Berbahaya
498,284,Berbahaya
6,27,Baik
460,377,Berbahaya
151,190,Tidak Sehat
306,219,Berbahaya
481,372,Berbahaya
378,37,Berbahaya
353,370,Berbahaya
414,433,Berbahaya
97,214,Sangat Tidak Sehat
46,249,Sangat Tidak Sehat
8,321,Berbahaya
10,458,Berbahaya
246,308,Berbahaya
331,471,Berbahaya
246,105,Sangat Tidak Sehat
317,79,Berbahaya
316,236,Berbahaya
467,248,Berbahaya
44,271,Sangat Tidak Sehat
488,293,Berbahaya
144,197,Tidak Sehat
243,111,Sangat Tidak Sehat
397,479,Berbahaya
384,159,Berbahaya
367,350,Berbahaya
291,282,Sangat Tidak Sehat
202,475,Berbahaya
189,30,Tidak Sehat
413,235,Berbahaya
366,209,Berbahaya
420,298,Berbahaya
453,312,Berbahaya
212,314,Berbahaya
68,432,Berbahaya
236,235,Sangat Tidak Sehat
24,131,Tidak Sehat
201,54,Sangat Tidak Sehat
118,373,Berbahaya
293,155,Sangat Tidak Sehat
180,417,Berbahaya
63,350,Berbahaya
216,174,Sangat Tidak Sehat
460,305,Berbahaya
48,329,Berbahaya
412,172,Berbahaya
79,299,Sangat Tidak Sehat
444,189,Berbahaya
268,380,Berbahaya
465,160,Berbahaya
269,276,Sangat Tidak Sehat
76,132,Tidak Sehat
123,310,Berbahaya
371,292,Berbahaya
381,486,Berbahaya
428,345,Berbahaya
499,308,Berbahaya
145,452,Berbahaya
348,414,Berbahaya
76,297,Sangat Tidak Sehat
363,254,Berbahaya
44,427,Berbahaya
141,500,Berbahaya
154,287,Sangat Tidak Sehat
198,322,Berbahaya
74,179,Tidak Sehat
144,160,Tidak Sehat
371,319,Berbahaya
492,258,Berbahaya
261,221,Sangat Tidak Sehat
259,266,Sangat Tidak Sehat
281,379,Berbahaya
195,247,Sangat Tidak Sehat
221,200,Sangat Tidak Sehat
369,361,Berbahaya
320,492,Berbahaya
413,376,Berbahaya
125,297,Sangat Tidak Sehat
194,451,Berbahaya
143,237,Sangat Tidak Sehat
277,442,Berbahaya
419,402,Berbahaya
272,79,Sangat Tidak Sehat
